"species_code","date_added_on","tag_count"
"EUST","2024-12-14","5"
"VATH","2024-04-15","5"
"WCSP","2022-07-19","5"
"AMRO","2021-02-06","5"
"FISP","2025-01-04","5"
"HOSP","2022-01-08","5"
"NHWR","2024-11-25","5"
"NOWA","2020-05-24","5"
"NAWA","2020-04-28","5"
"NOWA","2018-11-19","5"
"WIWA","2020-12-30","5"
"RUBL","2023-12-23","5"
"BLJA","2022-11-30","5"
"STGR","2018-12-18","5"
"COGR","2024-03-04","5"
"RUGR","2024-11-18","5"
"WWCR","2024-11-19","5"
"INBU","2022-01-06","5"
"ALFL","2020-04-20","5"
"YEWA","2018-12-17","5"
"VATH","2023-01-04","5"
"MYWA","2021-02-09","5"
"COLO","2022-04-18","5"
"WIWR","2023-07-05","5"
"TEWA","2024-09-01","5"
"BAWW","2024-11-18","5"
"BLBW","2022-03-11","5"
"RBNU","2022-04-27","5"
"LEFL","2022-10-03","5"
"VESP","2024-03-16","5"
"BOCH","2024-01-28","5"
"AMBI","2024-01-22","5"
"FRGU","2023-02-09","5"
"RUGR","2023-01-01","5"
"OSFL","2020-03-10","5"
"BLPW","2022-01-22","5"
"BAWW","2023-02-08","5"
"LISP","2023-04-28","5"
"CANG","2022-09-17","5"
"BBWA","2024-02-08","5"
"SWTH","2024-12-29","5"
"TEWA","2024-09-20","5"
"YHBL","2019-01-14","5"
"SWTH","2023-08-17","5"
"HOLA","2023-11-29","5"
"YBFL","2021-10-04","5"
"CEDW","2024-08-26","5"
"TEWA","2023-05-18","5"
"LARB","2021-10-12","5"
"CMWA","2023-10-23","5"
"WISN","2022-09-15","5"
"YRWA","2022-10-31","5"
"SORA","2021-06-11","5"
"AMCR","2022-09-29","5"
"MOCH","2024-01-18","5"
"CORA","2018-09-27","5"
"LISP","2022-03-01","5"
"AMCO","2024-11-16","5"
"AMGO","2021-04-25","5"
"INBU","2022-11-09","5"
"BLJA","2020-03-18","5"
"CONI","2020-03-04","5"
"LISP","2020-07-26","5"
"NAWA","2024-01-04","5"
"KILL","2019-08-18","5"
"SWSP","2020-12-18","5"
"PISI","2022-12-19","5"
"BOGU","2020-04-09","5"
"SORA","2024-02-02","5"
"AMBI","2024-11-24","5"
"HETH","2023-09-28","5"
"YBFL","2021-02-03","5"
"BRCR","2019-01-01","5"
"GRCA","2019-10-25","5"
"PIWO","2023-01-13","5"
"GRSP","2024-02-08","5"
"WOTH","2024-02-06","5"
"SWTH","2021-12-15","5"
"CAVI","2022-03-29","5"
"COYE","2023-10-02","5"
"YBFL","2021-10-16","5"
"REVI","2019-04-11","5"
"AMGO","2024-11-05","5"
"NOFL","2024-03-26","5"
"RUBL","2019-03-18","5"
"BHVI","2024-10-23","5"
"NHWR","2024-10-16","5"
"DEJU","2018-12-16","5"
"RNGR","2020-05-25","5"
"PAWA","2022-01-20","5"
"BTNW","2022-03-10","5"
"CHSP","2022-05-22","5"
"RNEP","2024-11-06","5"
"GRAJ","2018-10-15","5"
"SAVS","2018-10-17","5"
"SORA","2020-07-19","5"
"AMCR","2024-03-27","5"
"PIWA","2022-11-07","5"
"SACR","2022-01-11","5"
"BBWA","2020-03-25","5"
"VESP","2024-02-20","5"
"SACR","2020-07-19","5"
"CHSP","2023-05-16","5"
"SWTH","2022-10-12","5"
"LESA","2023-12-21","5"
"REVI","2021-02-10","5"
"SCTA","2022-11-14","5"
"LEYE","2023-12-27","5"
"RBNU","2023-11-14","5"
"VGSW","2019-03-15","5"
"LEFL","2021-08-29","5"
"CCSP","2020-04-23","5"
"RCKI","2023-04-29","5"
"CEDW","2019-12-19","5"
"BHCO","2018-12-03","5"
"EUST","2023-12-15","5"
"LISP","2023-09-21","5"
"BTNW","2024-11-29","5"
"DEJU","2023-12-03","5"
"HAFL","2021-11-09","5"
"BTNW","2023-08-23","5"
"RBNU","2021-11-23","5"
"BOBO","2024-10-22","5"
"WAVI","2024-11-30","5"
"CORA","2019-02-09","5"
"SOSP","2024-09-25","5"
"REVI","2018-10-10","5"
"SORA","2020-03-26","5"
"AMCR","2021-02-28","5"
"WAVI","2023-11-10","5"
"CEDW","2021-11-17","5"
"STGR","2022-12-24","5"
"WIWA","2023-02-06","5"
"NOPA","2025-01-02","5"
"WISN","2023-02-20","5"
"NOCA","2023-11-03","5"
"MALL","2024-01-18","5"
"GGOW","2022-12-19","5"
"YRWA","2022-05-25","5"
"AMRO","2018-10-15","5"
"BOCH","2020-03-25","5"
"REVI","2018-10-19","5"
"CEDW","2023-05-17","5"
"LCSP","2023-12-23","5"
"WCSP","2025-01-19","5"
"GCKI","2020-05-20","5"
"RBNU","2020-04-15","5"
"CANG","2021-01-31","5"
"CEDW","2020-05-29","5"
"MAWA","2020-11-10","5"
"DEJU","2018-10-31","5"
"LCSP","2021-08-29","5"
"WWCR","2024-01-26","5"
"NOFL","2022-03-08","5"
"GCKI","2020-12-28","5"
"RCKI","2020-03-20","5"
"BAIS","2020-02-28","5"
"SEWR","2022-12-28","5"
"BLJA","2023-11-03","5"
"CONI","2023-02-23","5"
"WAVI","2024-10-09","5"
"BAWW","2023-11-11","5"
"CEDW","2023-02-17","5"
"GRCA","2023-12-14","5"
"SNGO","2023-11-17","5"
"EAKI","2023-11-11","5"
"GCKI","2022-06-21","5"
"CORA","2024-11-23","5"
"NSHO","2019-01-04","5"
"VEER","2024-11-15","5"
"WISN","2021-05-07","5"
"GRAJ","2019-03-27","5"
"CMWA","2021-11-27","5"
"LEFL","2023-01-01","5"
"COYE","2018-09-27","5"
"NOPA","2022-11-12","5"
"PUFI","2021-01-14","5"
"REVI","2021-01-02","5"
"MODO","2024-12-06","5"
"SORA","2022-01-22","5"
"DEJU","2022-06-09","5"
"CORA","2020-04-23","5"
"OVEN","2020-11-26","5"
"HERG","2022-01-28","5"
"NOPA","2024-12-15","5"
"CAWA","2024-01-17","5"
"AMCR","2022-01-17","5"
"ALFL","2024-03-13","5"
"COLO","2023-02-08","5"
"LEFL","2022-03-13","5"
"PUMA","2024-03-07","5"
"BHCO","2021-10-31","5"
"RWBL","2020-04-03","5"
"WAVI","2019-12-28","5"
"CORA","2020-04-28","5"
"GRAJ","2021-09-11","5"
"PIWO","2021-09-09","5"
"GCKI","2019-03-02","5"
"WIWR","2021-10-18","5"
"SACR","2023-12-31","5"
"YEWA","2024-01-28","5"
"BHCO","2024-11-25","5"
"AMBI","2018-12-30","5"
"OSFL","2023-03-02","5"
"AMRE","2022-12-12","5"
"LISP","2024-10-23","5"
"SWTH","2022-10-30","5"
"NOWA","2023-12-13","5"
"PIWA","2022-11-26","5"
"GRAJ","2020-04-15","5"
"TRES","2024-10-16","5"
"RBNU","2025-01-04","5"
"SOSP","2019-12-21","5"
"VATH","2022-06-09","5"
"BLBW","2023-02-17","5"
"AMRE","2021-01-31","5"
"BHCO","2018-12-17","5"
"CHSP","2018-09-30","5"
"AMRO","2023-04-24","5"
"AMBI","2023-01-06","5"
"SWSP","2021-01-04","5"
"HAWO","2024-03-25","5"
"AMCR","2024-04-20","5"
"COYE","2021-08-19","5"
"WILL","2021-12-21","5"
"WETA","2018-10-03","5"
"NOFL","2024-11-13","5"
"AMCO","2018-11-09","5"
"AMBI","2023-01-10","5"
"RBGR","2023-02-10","5"
"PAWR","2018-10-02","5"
"GCKI","2022-02-18","5"
"BHVI","2021-09-28","5"
"BAWW","2022-03-16","5"
"SWTH","2019-10-16","5"
"BHGR","2024-03-08","5"
"CAJA","2023-02-19","5"
"BOCH","2024-11-21","5"
"REVI","2021-12-16","5"
"COYE","2023-11-15","5"
"BLBW","2024-04-22","5"
"DEJU","2019-03-26","5"
"RPVI","2023-07-22","5"
"TRES","2024-11-30","5"
"AMCO","2022-11-12","5"
"COYE","2020-11-29","5"
"BCCH","2021-12-30","5"
"COLO","2022-02-17","5"
"OCWA","2023-02-10","5"
"AMRE","2024-08-13","5"
"TEWA","2019-01-05","5"
"AMRE","2023-03-31","4"
"VEER","2023-05-17","4"
"COGA","2023-03-20","4"
"MYWA","2022-02-25","4"
"CONI","2024-05-01","4"
"YBFL","2020-04-16","4"
"NOWA","2024-12-27","4"
"HETH","2022-07-11","4"
"MAWA","2023-08-05","4"
"HETH","2023-10-12","4"
"NOPA","2022-03-05","4"
"CHSP","2019-01-07","4"
"RWBL","2021-08-29","4"
"BLJA","2023-12-24","4"
"CANG","2022-09-10","4"
"HAWO","2024-04-22","4"
"VEER","2022-12-05","4"
"BHVI","2020-03-14","4"
"REVI","2020-07-24","4"
"RUGR","2022-11-22","4"
"CHSP","2019-01-18","4"
"CSWA","2022-03-01","4"
"LISP","2024-03-02","4"
"NAWA","2024-10-22","4"
"YBSA","2024-03-04","4"
"PAWA","2021-02-01","4"
"GCKI","2019-11-26","4"
"GCKI","2018-12-23","4"
"OVEN","2020-09-16","4"
"BAWW","2022-03-20","4"
"OSFL","2022-11-19","4"
"BRCR","2022-11-07","4"
"WAVI","2018-11-16","4"
"NOFL","2024-11-21","4"
"PHVI","2023-03-08","4"
"WWCR","2023-08-15","4"
"YRWA","2024-05-02","4"
"RBNU","2018-12-22","4"
"YBFL","2020-04-07","4"
"VESP","2020-05-24","4"
"CCSP","2023-04-29","4"
"HETH","2020-10-22","4"
"AMRE","2019-12-29","4"
"WEWP","2018-11-03","4"
"COLO","2023-07-24","4"
"TEWA","2024-03-06","4"
"YEWA","2021-11-05","4"
"WAVI","2024-02-14","4"
"BOGU","2022-12-26","4"
"GGOW","2019-03-15","4"
"SORA","2023-02-25","4"
"AMRE","2023-06-16","4"
"BAWW","2024-11-08","4"
"WCSP","2022-12-25","4"
"GCKI","2020-02-28","4"
"WIWR","2022-02-27","4"
"RCKI","2024-03-16","4"
"BBWA","2023-11-24","4"
"NHWR","2023-01-30","4"
"SOSP","2024-11-11","4"
"CCSP","2023-09-01","4"
"YBSA","2018-10-04","4"
"SAVS","2021-11-04","4"
"TOWA","2021-11-04","4"
"FOSP","2022-10-17","4"
"AMGO","2020-04-02","4"
"CORA","2018-09-18","4"
"PBGR","2024-02-13","4"
"YRWA","2025-01-18","4"
"WIWA","2024-02-28","4"
"WTSP","2018-09-03","4"
"DEJU","2020-06-06","4"
"YEWA","2020-09-20","4"
"MALL","2020-04-13","4"
"EAKI","2024-03-27","4"
"LISP","2020-03-19","4"
"WEWP","2018-11-05","4"
"BAWW","2018-12-19","4"
"YBFL","2024-04-22","4"
"HOSP","2022-01-09","4"
"VEER","2022-09-27","4"
"BOBO","2023-10-26","4"
"SAVS","2023-08-14","4"
"OVEN","2020-04-15","4"
"RBGR","2021-12-06","4"
"PBGR","2023-03-18","4"
"COLO","2022-11-10","4"
"AMGO","2024-12-14","4"
"BBWO","2024-01-13","4"
"BAWW","2023-11-03","4"
"SWSP","2020-02-12","4"
"CORA","2020-12-24","4"
"BHCO","2020-03-31","4"
"VESP","2022-01-24","4"
"VEER","2024-07-23","4"
"PAWA","2021-01-29","4"
"CHSP","2021-08-06","4"
"CORA","2022-02-17","4"
"BHVI","2024-11-18","4"
"REVI","2023-04-26","4"
"MODO","2022-03-10","4"
"PAWR","2022-06-29","4"
"MOWA","2023-03-05","4"
"COYE","2023-02-02","4"
"ATSP","2023-11-07","4"
"YRWA","2023-04-17","4"
"OVEN","2023-11-21","4"
"OCWA","2020-12-22","4"
"ALFL","2023-04-25","4"
"BOGU","2018-12-28","4"
"CAWA","2023-11-28","4"
"CONI","2024-12-19","4"
"HAWO","2024-12-14","4"
"OVEN","2018-10-21","4"
"RBNU","2024-01-29","4"
"COYE","2024-08-19","4"
"BLBW","2024-03-27","4"
"REVI","2020-04-25","4"
"WISN","2023-09-28","4"
"WISN","2019-12-21","4"
"PISI","2024-10-07","4"
"LISP","2021-10-10","4"
"BHCO","2019-03-02","4"
"AMRE","2024-10-26","4"
"BBCU","2022-12-14","4"
"RWBL","2025-03-28","4"
"PIWO","2024-03-22","4"
"BAWW","2023-08-15","4"
"ATTW","2018-09-24","4"
"ALFL","2019-01-19","4"
"BAWW","2021-11-01","4"
"CSWA","2024-01-28","4"
"BTNW","2025-01-27","4"
"OVEN","2023-10-04","4"
"CSWA","2023-01-14","4"
"COGR","2023-03-21","4"
"GRCA","2024-03-08","4"
"RBNU","2018-11-03","4"
"RBNU","2024-10-26","4"
"AMCR","2019-11-29","4"
"YRWA","2020-07-06","4"
"SWTH","2024-07-29","4"
"SWTH","2023-08-13","4"
"NOFL","2024-02-29","4"
"OVEN","2020-05-18","4"
"YRWA","2020-03-16","4"
"HERG","2022-02-24","4"
"DEJU","2023-03-14","4"
"BTBW","2024-12-24","4"
"CORA","2020-06-30","4"
"LARB","2019-02-26","4"
"BBWO","2024-11-12","4"
"BLBW","2023-01-20","4"
"CCSP","2024-09-23","4"
"GCKI","2025-01-01","4"
"OVEN","2021-02-10","4"
"GRAJ","2020-04-24","4"
"BHCO","2022-01-26","4"
"COYE","2023-04-14","4"
"CSWA","2022-10-14","4"
"GRAJ","2020-05-06","4"
"GRAJ","2021-09-07","4"
"RWBL","2020-12-16","4"
"WTSP","2018-12-15","4"
"BBWA","2024-03-15","4"
"SOSP","2021-02-02","4"
"BHVI","2024-04-23","4"
"BLTE","2021-11-15","4"
"STGR","2024-02-23","4"
"YEWA","2018-10-02","4"
"MAGO","2023-01-27","4"
"NOFL","2023-01-26","4"
"GGOW","2022-12-14","4"
"COLO","2021-10-13","4"
"BOCH","2022-03-14","4"
"HOLA","2018-12-18","4"
"GRYE","2021-10-05","4"
"BCCH","2022-01-26","4"
"RUGR","2020-05-24","4"
"CORA","2023-08-25","4"
"MODO","2024-03-14","4"
"AMCR","2019-02-23","4"
"BHCO","2020-12-22","4"
"PIWO","2024-07-13","4"
"AMCR","2020-04-14","4"
"GRSP","2021-10-11","4"
"CORA","2019-02-04","4"
"RCKI","2024-10-09","4"
"AMGO","2021-12-27","4"
"REVI","2021-03-07","4"
"SORA","2022-01-29","4"
"CEDW","2020-12-20","4"
"CAJA","2024-10-14","4"
"GCKI","2024-11-17","4"
"RCKI","2023-02-26","4"
"COYE","2021-05-20","4"
"HOLA","2021-10-12","4"
"PAWA","2021-03-01","4"
"MODO","2024-11-05","4"
"HAWO","2022-12-28","4"
"CAVI","2023-02-01","4"
"BHCO","2020-05-29","4"
"SWTH","2022-06-16","4"
"AMBI","2024-04-16","4"
"BTBW","2023-02-23","4"
"RNGR","2021-01-30","4"
"BLPW","2022-03-28","4"
"YRWA","2024-12-28","4"
"TOSO","2021-12-30","4"
"BOOW","2023-01-14","4"
"RUGR","2024-03-13","4"
"AMBI","2024-02-28","4"
"AMGO","2023-03-07","4"
"YEWA","2021-10-31","4"
"AMCR","2022-03-05","4"
"BLBW","2022-03-06","4"
"BBWA","2023-10-16","4"
"AMRE","2023-10-14","4"
"WIWR","2024-09-12","4"
"OVEN","2025-01-23","4"
"WIWR","2024-07-31","4"
"WISN","2019-01-29","4"
"BRSP","2022-12-28","4"
"YEWA","2020-12-19","4"
"WTSP","2022-10-13","4"
"MAWA","2022-02-10","4"
"BHVI","2024-11-01","4"
"COTE","2022-03-30","4"
"TOWA","2022-11-23","4"
"PHVI","2024-04-13","4"
"YRWA","2021-12-15","4"
"CAJA","2023-07-28","4"
"REDP","2024-12-02","4"
"YEWA","2024-01-04","4"
"YERA","2020-02-14","4"
"BLJA","2023-10-16","4"
"WCSP","2023-03-15","4"
"OSPR","2020-07-17","4"
"DUFL","2021-08-20","4"
"NHWR","2018-12-09","4"
"OSFL","2020-12-31","4"
"CAJA","2024-02-16","4"
"SWSP","2024-04-14","4"
"BOGU","2023-02-04","4"
"BOCH","2024-12-07","4"
"LEFL","2021-03-09","4"
"NAWA","2024-09-30","4"
"CEDW","2024-01-02","4"
"NOWA","2021-12-03","4"
"YRWA","2020-12-19","4"
"NOPA","2024-03-27","4"
"VIRA","2024-02-29","4"
"CONI","2021-02-28","4"
"TRES","2023-11-07","4"
"RUGR","2023-12-05","4"
"SOSP","2021-01-22","4"
"SOSA","2022-11-04","4"
"MOWA","2020-03-07","4"
"WEME","2020-03-25","4"
"AMCO","2020-09-01","4"
"BHCO","2024-11-15","4"
"LEFL","2021-12-28","4"
"WISN","2022-03-13","4"
"BOCH","2023-12-25","4"
"WTSP","2021-04-26","4"
"TRES","2020-12-24","4"
"AMRE","2025-03-31","4"
"WIPT","2024-01-20","4"
"CANG","2023-09-17","4"
"CANG","2024-03-11","4"
"BOCH","2023-09-20","4"
"MOWA","2022-04-01","4"
"MAWA","2024-03-28","4"
"MODO","2024-03-07","4"
"RCKI","2021-07-27","4"
"COLO","2022-02-13","4"
"RCKI","2018-11-24","4"
"BBWA","2024-04-23","4"
"TRES","2024-02-08","4"
"OVEN","2022-01-29","4"
"DEJU","2021-12-31","4"
"MOWA","2023-09-22","4"
"PBGR","2024-01-23","4"
"HAWO","2024-02-06","4"
"MYWA","2019-08-14","4"
"GCTH","2024-03-13","4"
"PIGR","2022-02-15","4"
"HUGO","2022-12-01","4"
"CAVI","2022-01-19","4"
"COLO","2023-12-03","4"
"STGR","2019-10-15","4"
"RUGR","2022-03-04","4"
"SOSP","2022-02-02","4"
"BHCO","2023-11-29","4"
"BHVI","2023-12-08","4"
"DEJU","2022-07-06","4"
"COLO","2020-04-21","4"
"WIWR","2023-04-22","4"
"WCSP","2021-01-17","4"
"YEWA","2020-04-25","4"
"PIGR","2024-01-31","4"
"TEWA","2023-10-29","4"
"YRWA","2023-09-08","4"
"YBFL","2021-06-10","4"
"AMBI","2023-01-16","4"
"COLO","2023-03-04","4"
"CONI","2020-03-01","4"
"RNGR","2020-04-22","4"
"TEWA","2022-01-24","4"
"GCKI","2024-04-04","4"
"COLO","2024-03-04","4"
"EAME","2024-02-02","4"
"NHWR","2021-11-23","4"
"ATTW","2023-01-16","4"
"WISN","2023-02-02","4"
"BAWW","2021-11-11","4"
"WISN","2024-10-10","4"
"BBWA","2024-12-14","4"
"ARTE","2024-01-09","4"
"YBSA","2022-10-26","4"
"CCSP","2024-01-31","4"
"BHVI","2020-05-18","4"
"WWCR","2022-12-01","4"
"GCKI","2020-09-25","4"
"CCSP","2018-10-03","4"
"RBGR","2020-06-03","4"
"RUBL","2023-11-04","4"
"BHVI","2021-11-04","4"
"AMGO","2023-12-21","4"
"COLO","2023-11-09","4"
"WISN","2025-01-07","4"
"CCSP","2022-11-27","4"
"AMRE","2020-03-08","4"
"PHVI","2021-05-22","4"
"REVI","2023-09-28","4"
"BTBW","2024-03-17","4"
"GRAJ","2020-07-28","4"
"SAVS","2022-01-21","4"
"SWTH","2023-07-20","4"
"YBFL","2023-07-28","4"
"AMRE","2022-03-10","4"
"BLBW","2023-01-26","4"
"VESP","2023-11-21","4"
"RUGR","2024-04-22","4"
"RBGR","2024-02-07","4"
"RBNU","2020-03-09","4"
"SESA","2023-11-10","4"
"BRCR","2023-10-25","4"
"NOFL","2025-03-31","4"
"OCWA","2023-03-16","4"
"WETA","2022-11-17","4"
"YEWA","2023-01-10","4"
"COLO","2023-12-16","4"
"BBWA","2022-11-27","4"
"GCTH","2020-11-26","4"
"SWSP","2024-04-25","4"
"REVI","2022-01-25","4"
"NOWA","2023-11-10","4"
"NOFL","2023-11-27","4"
"WIWR","2025-01-27","4"
"CCSP","2022-01-09","4"
"MOWA","2021-11-30","4"
"ALFL","2023-04-23","4"
"OVEN","2023-11-25","4"
"MODO","2024-12-31","4"
"TRES","2024-11-18","4"
"ATSP","2023-11-26","4"
"RBNU","2024-01-17","4"
"NOPA","2023-12-05","4"
"RNGR","2020-03-10","4"
"CORA","2022-02-09","4"
"GCKI","2024-07-24","4"
"TOSO","2023-01-09","4"
"YEWA","2020-07-01","4"
"WETA","2023-03-10","4"
"YRWA","2022-06-05","4"
"TOWA","2022-07-27","4"
"CSWA","2020-03-29","4"
"BTNW","2021-09-24","4"
"YEWA","2022-05-30","4"
"NHWR","2024-12-14","4"
"ALFL","2023-05-21","4"
"SWSP","2023-12-12","4"
"ALFL","2018-10-09","4"
"RECR","2023-09-07","4"
"PIWA","2023-12-09","4"
"OVEN","2020-07-28","4"
"MOWA","2025-01-18","4"
"HERG","2020-12-31","4"
"WWCR","2024-01-27","4"
"CORA","2018-09-25","4"
"MOBL","2024-02-28","4"
"BBWA","2023-12-12","4"
"AMGO","2024-12-12","4"
"YBFL","2024-05-09","4"
"YBFL","2024-11-01","4"
"NSWO","2020-06-19","4"
"LISP","2022-12-04","4"
"LEYE","2023-12-22","4"
"SWTH","2019-12-08","4"
"SACR","2021-01-03","4"
"RBNU","2024-01-26","4"
"GRAJ","2020-05-18","4"
"BRCR","2024-12-18","4"
"YRWA","2020-07-12","4"
"WISN","2020-05-30","4"
"MAWA","2022-01-01","4"
"NAWA","2023-02-14","4"
"BBWA","2023-11-23","4"
"YBSA","2023-10-30","4"
"VEER","2023-09-29","4"
"CHSP","2023-08-24","4"
"WWCR","2020-03-05","4"
"HETH","2022-12-04","4"
"AMRO","2022-10-12","4"
"BRCR","2021-03-22","4"
"AMCR","2024-08-07","4"
"BBMA","2019-02-28","4"
"BTBW","2023-09-22","4"
"YBFL","2025-01-01","4"
"BOBO","2024-02-14","4"
"SWTH","2025-01-27","4"
"NOWA","2023-03-15","4"
"NOPA","2023-03-16","4"
"YRWA","2020-02-15","4"
"VEER","2023-05-18","4"
"SWSP","2020-07-10","4"
"CAJA","2023-11-16","4"
"BARS","2023-10-31","4"
"BBCU","2023-08-11","4"
"DEJU","2021-11-16","4"
"VATH","2022-04-05","4"
"CEDW","2022-09-12","4"
"SOSA","2024-11-15","4"
"DEJU","2023-06-23","4"
"PIWO","2022-10-13","4"
"BHCO","2022-09-04","4"
"BBMA","2019-01-03","4"
"WIWA","2021-09-23","4"
"WEWP","2022-02-14","4"
"LEFL","2024-03-27","4"
"RBNU","2023-12-24","4"
"SACR","2022-11-15","4"
"PIWO","2024-08-11","4"
"MODO","2024-10-08","4"
"OCWA","2023-12-16","4"
"BCCH","2020-04-20","4"
"PAWA","2018-11-20","4"
"AMGO","2020-03-17","4"
"RBNU","2025-02-05","4"
"CONI","2023-10-17","4"
"GADW","2018-12-19","4"
"PAWA","2022-01-28","4"
"YRWA","2024-05-09","4"
"YEWA","2018-12-03","4"
"WIFL","2023-03-18","4"
"MODO","2020-07-12","4"
"CONI","2020-12-20","4"
"AMBI","2024-12-02","4"
"MOCH","2022-12-05","4"
"AMGO","2020-06-02","4"
"RNEP","2024-11-03","4"
"TRES","2020-03-02","4"
"RNGR","2020-03-04","4"
"LAZB","2024-02-08","4"
"YBSA","2024-08-12","4"
"WWCR","2023-09-15","4"
"RBNU","2024-03-28","4"
"SEWR","2021-11-30","4"
"BHCO","2021-02-13","4"
"SCTA","2023-12-15","4"
"YRWA","2021-09-08","4"
"CORA","2023-03-13","4"
"SAVS","2020-09-30","4"
"COGR","2022-01-06","4"
"HETH","2023-03-29","4"
"SWTH","2022-07-04","4"
"VATH","2020-05-18","4"
"WAVI","2021-10-25","4"
"MOWA","2023-11-30","4"
"SOSP","2024-10-10","4"
"SPPI","2022-07-19","4"
"RUBL","2023-12-26","4"
"DCCO","2023-03-27","4"
"CEDW","2022-12-02","4"
"HETH","2023-10-11","4"
"DEJU","2019-01-21","4"
"MAWA","2020-05-25","4"
"CONI","2024-04-23","4"
"PAWA","2024-05-10","4"
"KILL","2023-11-12","4"
"MALL","2019-03-07","4"
"MAWA","2022-03-24","4"
"RBGR","2024-11-16","4"
"NOWA","2021-05-28","4"
"BHVI","2023-10-22","4"
"HETH","2020-12-25","4"
"RCKI","2021-06-23","4"
"RUGR","2024-03-27","4"
"SPPI","2020-05-21","4"
"AMBI","2020-04-19","4"
"RNEP","2018-12-18","4"
"HAWO","2024-03-15","4"
"CONI","2022-02-14","4"
"WIWR","2020-09-22","4"
"RUBL","2020-02-14","4"
"RBNU","2023-03-31","4"
"LEFL","2019-02-27","4"
"OVEN","2019-12-31","4"
"SCTA","2024-12-11","4"
"CANG","2018-11-09","4"
"BBWA","2023-07-02","4"
"HETH","2024-08-25","4"
"FOSP","2019-12-08","4"
"GCKI","2022-12-03","4"
"MAGO","2023-11-22","4"
"BOOW","2022-01-06","4"
"CHSP","2023-08-28","4"
"CSWA","2024-01-23","4"
"AMCO","2020-03-04","4"
"NOWA","2023-03-22","4"
"WAVI","2021-01-24","4"
"YBFL","2020-01-06","4"
"FOSP","2020-12-21","4"
"RWBL","2020-05-07","4"
"PISI","2024-01-20","4"
"WOTH","2022-11-07","4"
"COYE","2018-10-19","4"
"SWSP","2020-04-26","4"
"RBNU","2022-03-30","4"
"MOWA","2021-11-23","4"
"WTSP","2025-03-24","4"
"LISP","2020-04-05","4"
"COGR","2023-11-21","4"
"YRWA","2022-05-02","4"
"SACR","2022-03-08","4"
"GCKI","2022-06-29","4"
"GRAJ","2020-02-29","4"
"BHCO","2019-01-03","4"
"NOFL","2024-11-06","4"
"BOCH","2020-02-10","4"
"HETH","2020-02-07","4"
"YEWA","2018-10-26","4"
"PUFI","2023-12-21","4"
"EAWP","2024-12-15","4"
"SOSA","2023-12-09","4"
"BHVI","2021-05-24","4"
"AMRO","2023-04-18","4"
"AMRE","2023-07-23","4"
"EWPW","2025-01-14","4"
"OCWA","2022-02-02","4"
"VEER","2023-12-20","4"
"ROPI","2019-03-18","4"
"BRCR","2024-02-29","4"
"RUGR","2024-03-28","4"
"LEFL","2024-01-06","4"
"BOCH","2022-01-21","4"
"TEWA","2020-11-20","4"
"OVEN","2021-03-09","4"
"CCSP","2022-09-20","4"
"CHSP","2022-02-17","4"
"BLBW","2024-11-15","4"
"DEJU","2021-03-25","4"
"PAWA","2021-11-15","4"
"COLO","2022-11-13","4"
"BLBW","2024-10-28","4"
"WIWR","2020-07-09","4"
"RUGR","2020-12-19","4"
"SORA","2022-09-02","4"
"CAWA","2023-01-16","4"
"PISI","2022-05-22","4"
"CONI","2022-11-28","4"
"GRAJ","2018-10-06","4"
"RBNU","2024-10-30","4"
"AMCR","2021-01-22","4"
"TRES","2024-12-07","4"
"GRAJ","2019-01-21","4"
"WIWR","2022-02-15","4"
"LCSP","2020-03-21","4"
"BHVI","2022-02-08","4"
"RUBL","2023-01-19","4"
"AMRO","2020-01-20","4"
"DOWO","2023-11-28","4"
"SORA","2023-11-19","4"
"WWCR","2024-01-08","4"
"PBGR","2020-04-05","4"
"MALL","2020-05-26","4"
"MOCH","2022-12-03","4"
"EAKI","2024-12-11","4"
"BBWA","2023-12-04","4"
"BHCO","2022-12-02","4"
"AMBI","2024-01-24","4"
"WISN","2023-04-16","4"
"VESP","2023-12-18","4"
"PISI","2018-12-24","4"
"BHVI","2023-09-14","4"
"AMRE","2020-02-27","4"
"PUFI","2022-03-21","4"
"CORA","2022-11-25","4"
"WISN","2022-11-18","4"
"AMRO","2021-03-17","4"
"EAKI","2024-03-05","4"
"LISP","2021-03-23","4"
"HOLA","2024-11-03","4"
"RUGR","2025-01-07","4"
"CONI","2022-04-26","4"
"CAWA","2024-12-18","4"
"PISI","2020-03-22","4"
"CORA","2021-11-21","4"
"LARB","2024-02-23","4"
"EATO","2024-10-25","4"
"LISP","2024-05-05","4"
"PAWA","2021-02-27","4"
"CAJA","2022-01-25","4"
"EAME","2023-11-30","4"
"RCKI","2022-11-09","4"
"YBFL","2024-03-24","4"
"CAJA","2022-02-08","4"
"ALFL","2023-05-16","4"
"WISN","2024-09-24","4"
"GRYE","2021-01-02","4"
"RCKI","2023-09-24","4"
"PIWO","2024-04-16","4"
"WIFL","2024-02-12","4"
"SPTO","2018-12-06","4"
"BTNW","2023-02-20","4"
"RCKI","2023-09-11","4"
"CONI","2024-03-25","4"
"SOSP","2023-08-19","4"
"RUBL","2023-01-09","4"
"WWCR","2018-09-19","4"
"COLO","2022-12-18","4"
"GCKI","2021-12-03","4"
"WETA","2024-04-16","4"
"RUGR","2022-01-12","4"
